"","CNTSCHID","BELONG","ST001D01T","AGE","ST004D01T","MOTIVAT","COOPERATE","EMOSUPS","unfairteacher","ESCS","ST038Q01NA","ST038Q02NA","ST038Q03NA","ST038Q04NA","ST038Q05NA","ST038Q06NA","ST038Q07NA","ST038Q08NA","SCHSIZE","CLSIZE","SCHLTYPE"
"5267",15200173,"2,03",9,"15,33",1,"1,8543","2,2879","1,0991",10,"-1,1714",7,7,1,1,1,1,1,1,920,43,3
"5268",15200173,"-,9494",10,"15,75",1,"-,1651",",0407","-,889",9,"-4,1193",7,7,1,2,1,1,1,1,920,43,3
"5269",15200173,"-1,2485",10,"15,33",1,"-,0056","-,2882","-,8863",7,"-1,5872",7,7,2,2,1,2,1,2,920,43,3
"5270",15200173,",5752",10,"16,08",2,",8598",",5759","-2,5841",9,"-,667",7,7,2,2,2,2,1,1,920,43,3
"5271",15200173,"-,7527",10,"15,5",2,"1,8543","-1,0245","1,0991",14,"-1,0105",7,7,2,3,3,3,3,3,920,43,3
"5272",15200173,"1,5043",10,"15,92",1,"1,3961","-,618",",5658",10,"-,346",7,7,1,1,1,1,1,1,920,43,3
"5273",15200174,"-,1413",9,"16,08",1,"1,8543",",9455","-2,1514",6,"-,8385",7,7,4,3,2,3,2,4,87,23,2
"5274",15200174,"-2,032",10,"15,67",1,"-,2803","-,8556","-1,2602",12,"-2,1028",7,7,3,3,1,1,1,3,87,23,2
"5275",15200174,"2,5915",10,"15,83",1,"1,8543","2,2879","-2,9628",8,"-1,8523",7,7,1,1,1,1,1,1,87,23,2
"5276",15200174,",6855",10,"15,5",1,"-,1756","-1,2109","-3,0789",11,"-,1281",7,7,2,1,1,1,1,2,87,23,2
"5277",15200174,"-1,1407",9,"15,92",1,"-,7213","-1,0775","-,2495",8,",6216",7,7,1,1,1,2,1,3,87,23,2
"5278",15200174,"-,0621",10,"15,5",1,"-,7689","-,9705","-,2495",17,"-1,1135",7,7,2,1,1,1,1,2,87,23,2
"5279",15200174,"-,4725",10,"15,58",1,"-,8771","-1,198","-,889",10,"-,131",7,7,1,1,1,1,1,1,87,23,2
"5280",15200174,"-,6837",10,"15,83",1,"-,8771","-,9705",",2493",6,"-1,274",7,7,1,2,1,1,1,1,87,23,2
"5281",15200174,"-1,9325",9,"15,33",1,"-,4309","2,2879",",0264",11,"-2,4444",7,7,2,2,1,2,1,4,87,23,2
"5282",15200174,",6642",10,"15,5",1,",4631","-1,0775","-1,3298",9,"-1,512",7,7,1,1,1,1,1,2,87,23,2
"5283",15200174,"-,8527",9,"15,75",1,",1717","-,7342",",3821",19,"-1,9122",7,7,2,3,1,3,4,3,87,23,2
"5284",15200174,"-3,1297",10,"15,33",1,"-1,1391","1,1866","1,0991",9,"-1,5219",7,7,1,1,1,1,1,1,87,23,2
"5285",15200174,",4597",10,"15,33",1,"-,7662","-,3954",",0264",6,"-1,4819",7,7,1,1,1,1,1,1,87,23,2
"5286",15200174,"-,7174",9,"15,58",1,"-1,4159","-,8556","-1,5266",12,"-1,4324",7,7,1,1,1,1,1,2,87,23,2
"5287",15200174,"-1,7092",10,"15,67",1,"-,9207","-2,291","-,889",12,"-1,8813",7,7,2,4,1,4,1,4,87,23,2
"5288",15200175,"-,4838",10,"15,5",1,"-,0056","-,2882",",3838",12,"-1,2592",7,7,1,1,1,1,1,2,772,38,9
"5289",15200175,"-,7244",10,"15,58",1,"-,1213",",4252",",4662",13,",5264",7,7,1,1,1,1,1,2,772,38,9
"5290",15200175,"-,6671",10,"15,5",1,"1,8543","-1,4606",",4662",12,"-,8183",7,7,3,4,2,4,3,4,772,38,9
"5291",15200175,",6642",9,"16,25",2,",1218",",6615","-,889",14,",8202",7,7,3,2,1,1,2,1,772,38,9
"5292",15200175,"-,5917",10,"16,17",2,"-3,0877","-,9705","-,889",14,"-,4813",7,7,2,2,1,1,1,2,772,38,9
"5293",15200175,"-,8097",9,"15,75",1,"-,1651","-1,2786","-,3306",6,"-1,2136",7,7,1,1,1,1,1,1,772,38,9
"5294",15200175,",3171",10,"16,08",2,"-,1519","-,2882",",3838",14,"-1,2959",7,7,1,1,1,1,2,1,772,38,9
"5295",15200175,"-,3381",10,"15,83",1,"-,1651","-,2882","-,889",6,"-,9502",7,7,1,1,1,1,1,1,772,38,9
"5296",15200175,"-,6236",9,"15,83",1,",2805","-2,2733","-3,0789",11,"-2,4926",7,7,1,1,3,1,1,4,772,38,9
"5297",15200175,"-3,1297",10,"16,25",1,",9753","2,2879",",5658",6,",7931",7,7,1,1,1,1,1,1,772,38,9
"5298",15200175,"-,7346",10,"15,58",1,"-,8771","-,8088","-,889",9,"-2,0601",7,7,1,1,1,1,1,1,772,38,9
"5299",15200175,"-1,5827",10,"15,83",1,"-,0056",",0407","1,0991",7,"-,3902",7,7,1,2,1,1,1,1,772,38,9
"5300",15200175,"2,5915",9,"15,33",2,"-1,1706",",4252","1,0991",8,"-,4704",7,7,1,1,1,1,1,9,772,38,9
"5301",15200175,",6642",10,"15,58",2,"1,8543","-1,9578","-,2495",8,"-2,1932",7,7,1,1,1,2,1,1,772,38,9
"5302",15200175,"1,5043",9,"16",2,"-1,082","2,2879","1,0991",6,"-2,7945",7,7,1,1,1,1,1,1,772,38,9
"5303",15200175,"2,5915",10,"15,67",2,",5952","1,164","1,0991",15,"-,163",7,7,4,4,1,1,1,1,772,38,9
"5304",15200175,"-2,4078",10,"15,5",1,",6611","-,9705",",4662",9,"-1,3609",7,7,2,1,1,1,1,2,772,38,9
"5305",15200175,"-2,3323",10,"15,5",2,"-,4849",",395","1,0991",13,"-,8486",7,7,2,2,1,1,1,3,772,38,9
"5306",15200175,",9357",9,"15,42",1,"1,8543","2,2879","1,0991",8,"-1,8083",7,7,1,1,1,1,1,1,772,38,9
"5307",15200175,"-,6837",9,"15,92",1,"-,1651","-1,2786","-,4263",6,"-2,136",7,7,1,2,1,1,2,1,772,38,9
"5308",15200175,"-,2387",10,"15,5",1,"1,8543","-2,4054",",5658",6,"-1,3244",7,7,1,1,1,1,1,1,772,38,9
"5309",15200175,"-,1089",10,"16",2,"1,8543",",395","-3,0789",11,"-,9986",7,7,2,2,1,1,1,2,772,38,9
"5310",15200175,"-1,4603",10,"15,5",2,"-1,5387",",8242",",1004",9,"-,1844",7,7,1,1,1,1,1,1,772,38,9
"5311",15200175,",7333",9,"15,33",1,",8101","1,164","1,0991",16,"-1,1001",7,7,1,1,1,1,1,1,772,38,9
"5312",15200175,"-,983",9,"15,5",2,"-2,3145","2,2879","-,889",17,"-,9036",7,7,1,1,1,1,1,1,772,38,9
"5313",15200175,",9357",10,"15,92",1,"-,3572","1,5604","1,0991",6,"-1,109",7,7,1,1,1,1,1,1,772,38,9
"5314",15200175,"-,7191",10,"15,5",1,"1,0385",",9675",",5658",8,"-,4446",7,7,1,1,1,1,1,2,772,38,9
"5315",15200175,",9646",10,"15,92",1,"-,37","-,2882","1,0991",6,"-1,9942",7,7,1,1,1,1,1,2,772,38,9
"5316",15200175,"-,8021",10,"15,67",1,"-1,8878","-3,332",",4662",12,"-1,4279",7,7,3,1,1,1,1,1,772,38,9
"5317",15200175,",9357",10,"15,67",1,",8101",",9675","1,0991",8,"-1,2696",7,7,1,1,2,4,1,4,772,38,9
"5318",15200175,"-,5064",10,"15,42",1,"-,2006",",5759","-,889",6,"-,5444",7,7,1,2,1,1,1,1,772,38,9
"5319",15200175,"1,5043",10,"15,67",1,",8598",",9455","-2,059",7,",4236",7,7,1,1,1,1,1,1,772,38,9
"5320",15200175,"-,2761",10,"15,42",1,"1,8543",",5759","1,0991",6,"-1,2618",7,7,1,1,1,1,2,1,772,38,9
"5321",15200175,"-,7592",10,"16",1,"-,1651","1,5899","-,889",7,"-1,5147",7,7,1,1,1,1,1,1,772,38,9
"5322",15200175,"-,8273",10,"15,5",2,"-,1651","-,2882","1,0991",24,"1,5829",7,7,1,1,1,1,1,1,772,38,9
"5323",15200175,"-,4838",10,"15,42",1,"-,8771","-,8088","-1,5266",8,"-1,7463",7,7,2,2,1,2,1,1,772,38,9
"5324",15200175,"-,604",10,"15,33",1,"-,4775","-,2882","-,889",6,"-,4061",7,7,1,1,1,1,1,1,772,38,9
"5325",15200175,",3346",10,"15,58",1,",2168",",395","-,3289",11,"-,6851",7,7,1,1,1,1,1,1,772,38,9
"5326",15200175,",9958",9,"16",2,"-,1213",",9455","1,0991",8,"-,2317",7,7,2,2,3,1,1,2,772,38,9
"5327",15200175,",2947",10,"15,33",1,",3377","-,9705","-,889",9,",2031",7,7,1,1,1,1,1,2,772,38,9
"5328",15200176,"-,0621",9,"15,67",2,",9799","-,7876","1,0991",6," ",7,7,1,1,1,1,1,1,408,18,3
"5329",15200176,",0248",10,"15,75",2,"-,1651",",395","1,0991",8,"-1,446",7,7,1,1,1,1,1,1,408,18,3
"5330",15200176,",0248",10,"16,33",1,"-,1651",",4252","1,0991",9,"-,8195",7,7,1,1,1,1,1,3,408,18,3
"5331",15200176,"-,833",8,"16,17",1,"-,4849","-,8088","-1,331",14,"-1,5607",7,7,3,2,1,2,1,2,408,18,3
"5332",15200176,",3171",10,"15,75",2,",4631",",5759","1,0991",6,"-2,1567",7,7,1,1,1,1,1,2,408,18,3
"5333",15200176,",4638",10,"15,33",1,",8101",",9455","1,0991",6,",0073",7,7,1,1,1,1,1,1,408,18,3
"5334",15200176,",6642",10,"15,83",1,"1,8543",",5759","1,0991",8,"-1,8343",7,7,1,1,1,2,1,1,408,18,3
"5335",15200176,"1,0676",9,"16,08",2,"1,8543","2,2879","-,889",8,"-2,7741",7,7,1,1,1,1,1,3,408,18,3
"5336",15200176,"-2,032",10,"15,92",2,"-,1651","-1,319","1,0991",7,",705",7,7,1,1,1,1,1,1,408,18,3
"5337",15200176,"-,1908",9,"16,25",2,"-,2803","-,2882",",1018",10,"-2,0981",7,7,2,2,1,2,1,1,408,18,3
"5338",15200176,"2,5915",9,"16",1,",4094",",9675","1,0991",7,",4801",7,7,2,1,1,1,1,1,408,18,3
"5339",15200176,",3171",9,"15,92",2,",3377",",395",",1018",15,",6417",7,7,3,1,1,1,1,2,408,18,3
"5340",15200176,"-,3411",9,"15,92",1,",3377","-,2882","1,0991",8,"-,8346",7,7,1,1,1,1,1,1,408,18,3
"5341",15200176,"-,0967",10,"15,42",1,",9799","2,2879","1,0991",6,"-1,5794",7,7,1,1,2,2,1,1,408,18,3
"5342",15200176,"-,8021",10,"16,17",1,"1,3961","-1,198",",3838",6,"-2,4128",7,7,1,3,1,1,3,2,408,18,3
"5343",15200176,",2947",10,"15,58",1,",8598","1,164",",1004",9,"-1,4013",7,7,1,1,1,1,1,1,408,18,3
"5344",15200176,"-,3381",10,"16",2,",1218",",395",",5658",8,"-1,4538",7,7,1,1,1,1,1,1,408,18,3
"5345",15200176,"-,66",9,"15,58",1,"-1,4159","-1,198","-,3306",14,"-1,697",7,7,2,3,1,1,1,4,408,18,3
"5346",15200176,"-1,1384",9,"16,25",2,",2168","-,7876",",1018",7,"-2,1641",7,7,1,1,1,1,1,1,408,18,3
"5347",15200177,",9357",10,"16,17",2,"-,7114","-,9124","1,0991",6,",6978",7,7,2,2,1,1,1,1,282,33,1
"5348",15200177,"-,7104",9,"15,58",1,"-,8771","-,2882",",4662",10,"1,0975",7,7,2,1,1,1,1,2,282,33,1
"5349",15200177,",3171",10,"16,17",1,"-,2111","-,2882","1,0991",8,"1,2883",7,7,1,1,1,1,1,2,282,33,1
"5350",15200177,"-,6981",10,"16,08",1,",4485","2,2879","1,0991",8,"1,3268",7,7,2,4,1,1,3,1,282,33,1
"5351",15200177,"-,3381",10,"15,83",1,"1,8543",",5759","-,889",14,"1,7074",7,7,1,3,2,1,1,4,282,33,1
"5352",15200177,"-,1985",9,"16",2,",5269","-,2882",",3838",15,"1,5223",7,7,1,1,1,1,1,1,282,33,1
"5353",15200177,"-,604",10,"15,92",1,"-,2111",",5759",",3821",12,"1,7464",7,7,2,2,1,3,1,3,282,33,1
"5354",15200177,"-,1114",9,"16,08",1,"-,8771","-,7876",",4662",7,",8511",7,7,1,1,1,1,1,1,282,33,1
"5355",15200177,",9357",10,"16,25",2,"-1,7904","-,9705","-2,2556",8,"1,1957",7,7,1,2,1,1,1,2,282,33,1
"5356",15200177,"-,1613",9,"15,33",2,",5952","-,3954",",3821",7,"1,0371",7,7,1,1,1,1,1,1,282,33,1
"5357",15200177,"-,7527",9,"15,92",2,",4094","-1,2109","-1,3869",19,"1,5722",7,7,2,2,1,1,1,1,282,33,1
"5358",15200177,",3549",10,"15,75",2,"1,8543","-,1051","1,0991",14,"1,1522",7,7,2,2,1,1,1,2,282,33,1
"5359",15200177,"-,0345",10,"15,83",1,"1,8543","-,2882","-1,5692",8,"1,0379",7,7,2,3,1,1,1,1,282,33,1
"5360",15200177,"-,363",10,"15,75",1,"1,8543","-,3352","-,2511",14,"1,1337",7,7,1,1,1,1,1,2,282,33,1
"5361",15200177,"-,7346",9,"15,67",1,",8101",",4252",",1018",7,"1,1569",7,7,1,1,1,1,1,2,282,33,1
"5362",15200177,"2,5915",9,"16,08",2,",2937","-1,8301","1,0991",8,"1,2625",7,7,1,1,1,1,1,1,282,33,1
"5363",15200177,"2,5915",10,"16,08",1,"-1,2909","1,3264",",9965",8,"1,0563",7,7,1,4,1,1,1,1,282,33,1
"5364",15200177,",2638",10,"15,58",2,"1,8543","1,5899","1,0991",18,",4447",7,7,1,1,1,1,1,1,282,33,1
"5365",15200177,"2,5915",10,"16,17",2,"-,544","-,2882",",1018",8,",8356",7,7,2,1,1,1,1,1,282,33,1
"5366",15200177,"-,3381",10,"15,83",2,"-,1756","-,8088","1,0991",9,"1,3169",7,7,2,1,1,1,1,2,282,33,1
"5367",15200177,"-,5917",10,"16",2,",8598",",5759","-,889",7,"1,2476",7,7,1,2,1,3,1,2,282,33,1
"5368",15200177,",4906",9,"15,75",2,"-,5643",",395","-,889",7,"-,2508",7,7,1,1,1,1,1,1,282,33,1
"5369",15200177,",9357",10,"15,75",1,"-,4982","-,2882","1,0991",6,"1,267",7,7,1,1,1,1,1,1,282,33,1
"5370",15200177,"-1,1407",9,"16",2,"-,8133","-1,2109","1,0991",12,",8938",7,7,4,4,2,3,1,3,282,33,1
"5371",15200177,",2947",10,"16",2,"-,7791","-,2882","-,2511",7,"1,1821",7,7,1,2,1,2,1,1,282,33,1
"5372",15200177,"-,7346",10,"16,08",1,"-3,0877","-2,085","-1,6532",12,"1,0167",7,7,1,1,1,1,1,1,282,33,1
"5373",15200177,"-,5753",10,"15,83",2,"-,4849","-,2882",",471",11,"1,2921",7,7,1,2,1,2,1,1,282,33,1
"5374",15200177,"2,5915",10,"15,75",1,",9799",",3474","1,0991",7,"1,162",7,7,1,1,1,1,1,2,282,33,1
"5375",15200177,"1,398",10,"16,08",1,",1111","-,2882","1,0991",9,"1,4326",7,7,1,1,1,1,1,1,282,33,1
"5376",15200178,",9646",10,"15,92",1,",608",",9455",",1018",8,"1,441",7,7,1,1,1,1,1,1,830,33,1
"5377",15200178,",6642",10,"15,83",1,",9799","1,164","1,0991",11,"1,2566",7,7,1,1,1,1,1,1,830,33,1
"5378",15200178,"-,3381",10,"16,33",1,"1,8543","-1,0775",",5658",6,",2902",7,7,1,1,1,1,1,1,830,33,1
"5379",15200178,"1,0269",10,"15,92",1,"-,4646","-1,4606",",1018",8,",5816",7,7,1,1,1,1,1,1,830,33,1
"5380",15200178,"2,5915",10,"16,17",1,",5387","1,3264",",3821",6,"1,1727",7,7,1,1,1,1,1,1,830,33,1
"5381",15200178,"-,423",10,"16,33",1,"1,8543","-,2882","-3,0789",6,",4475",7,7,1,1,1,1,1,2,830,33,1
"5382",15200178,"-,8219",10,"16",2,"1,8543","-,5453","-,4263",7,",8251",7,7,3,2,1,2,1,2,830,33,1
"5383",15200178,"-1,0036",10,"16",1,"1,8543","-1,198","1,0991",7,"1,3759",7,7,1,1,1,3,2,2,830,33,1
"5384",15200178,"-,3035",9,"15,42",1,"1,8543","-,5121","1,0991",10,"1,2352",7,7,3,2,1,1,1,4,830,33,1
"5385",15200178,"-,0546",10,"15,92",1,"-,2776","1,5604","1,0991",7,"1,4992",7,7,1,1,1,1,1,1,830,33,1
"5386",15200178,"-,6239",10,"15,5",2,"-,1651","-,7876",",1018",8,"1,7043",7,7,2,1,1,1,1,1,830,33,1
"5387",15200178,"1,4823",10,"15,92",1,"-,5996",",9455","1,0991",6,",4561",7,7,1,9,1,1,1,1,830,33,1
"5388",15200178,"-,0621",10,"15,92",2,",8101","1,5604","-,5268",16,"1,4283",7,7,1,2,1,1,1,1,830,33,1
"5389",15200178,"2,5915",9,"15,42",2,"1,8543",",395","1,0991",8,"1,1615",7,7,1,1,1,1,1,1,830,33,1
"5390",15200178,",9357",10,"16,08",2,",9799",",9675",",4662",10,"1,2471",7,7,1,1,1,1,1,1,830,33,1
"5391",15200178,"-,5435",10,"16,17",1,",9799",",9455","-3,0789",7,"1,862",7,7,1,2,1,1,1,2,830,33,1
"5392",15200178,"-2,032",10,"15,58",2,",959","-,7876","-2,254",8,",5711",7,7,4,1,1,1,1,4,830,33,1
"5393",15200178,",1308",10,"15,75",1,"-,6909","-1,2109","1,0991",11,"1,7029",7,7,1,1,1,1,1,1,830,33,1
"5394",15200178,"-1,2158",10,"15,58",2,"1,8543","-,2882",",3821",10,"1,1586",7,7,2,2,1,1,1,3,830,33,1
"5395",15200178,"-,3381",10,"15,92",1,"1,8543",",6857","-1,3298",10,"1,2849",7,7,1,1,1,1,1,1,830,33,1
"5396",15200178,",7934",10,"16",2,",9799",",767",",3821",13,",9349",7,7,1,1,1,1,1,1,830,33,1
"5397",15200178,"-,2659",10,"16,17",1,"-1,0255","-,2882","-,3306",12,"1,0794",7,7,1,2,1,1,1,1,830,33,1
"5398",15200178,"-,8307",10,"16,08",1,"-,1163",",6615","-,2495",8,"1,3041",7,7,1,2,1,1,1,2,830,33,1
"5399",15200178,"99",9,"15,42",2,"99","99","99",99," ",7,7,NA,NA,NA,NA,NA,NA,830,33,1
"5400",15200178,"-,0793",10,"16",2,"-,8771",",8242",",0264",13,"1,2895",7,7,1,1,1,1,1,1,830,33,1
"5401",15200178,"-2,0945",9,"15,42",2,"1,8543",",4252","-,0436",12,"1,5941",7,7,1,3,9,1,1,1,830,33,1
"5402",15200178,"2,5915",10,"15,75",2,"1,8543","2,2879","1,0991",12,"1,414",7,7,1,1,1,1,1,1,830,33,1
"5403",15200178,",6642",10,"16,08",1,",8598","-,2882",",4662",10,"1,2332",7,7,1,1,1,1,1,2,830,33,1
"5404",15200178,"2,5915",9,"15,58",1,"1,8543","1,1414","1,0991",7,"1,4246",7,7,1,1,1,1,1,2,830,33,1
"5405",15200178,"-,7104",10,"15,5",1,"-1,1706",",9675","-,2495",13,"1,4574",7,7,3,2,1,1,1,1,830,33,1
"5406",15200178,",6443",10,"16,17",1,"-,3263","-,9705","1,0991",6,"1,6769",7,7,1,1,1,1,1,1,830,33,1
"5407",15200178,",2947",9,"15,58",1,"1,3961","1,5604","1,0991",11,"2,057",7,7,1,1,1,1,1,1,830,33,1
"5408",15200178,"1,398",9,"15,42",1,",1609",",9675","1,0991",6,"1,4293",7,7,1,1,1,1,1,2,830,33,1
"5409",15200178,",9646",10,"15,75",2,",9799","-,6455",",4662",6,"1,1661",7,7,1,3,1,1,1,2,830,33,1
"5410",15200178,"-,5064",9,"15,58",2,",1474","-,9705","-,2495",8,",4119",7,7,1,1,1,2,1,1,830,33,1
"5411",15200178,"-,5064",10,"15,92",2,",1218",",4252","-1,0115",6,"1,3845",7,7,1,2,1,1,1,1,830,33,1
"5412",15200178,",1289",10,"15,75",2,"-,0724",",9455","-,7526",8,"1,2836",7,7,2,2,1,3,1,1,830,33,1
"5413",15200178,"2,5915",9,"15,5",2,"-1,501","2,2879",",3838",13,"1,2342",7,7,1,1,1,1,1,1,830,33,1
"5414",15200178,",6642",10,"16,08",1,"-,0056","-,2882","1,0991",6,"1,3404",7,7,1,1,1,1,1,1,830,33,1
"5415",15200179,",0248",10,"16,17",1,",8101","-,2882","1,0991",9,",4912",7,7,1,1,1,1,1,1,2970,43,3
"5416",15200179,"-,7429",10,"16,17",1,"1,3961","-1,2786",",3838",6,"1,0704",7,7,1,1,1,1,1,1,2970,43,3
"5417",15200179,"-,9857",10,"16",1,"-1,4159",",5759","-1,6136",8,"-1,2383",7,7,1,1,1,1,1,1,2970,43,3
"5418",15200179,"-,4725",9,"15,92",1,",1111",",5759","-,889",12,"-1,4744",7,7,1,1,1,1,1,1,2970,43,3
"5419",15200179,"-,6334",10,"15,83",1,",5796","-,2882","-,889",9,"1,2518",7,7,1,1,1,1,1,1,2970,43,3
"5420",15200179,"-1,1823",10,"16,08",1,",8101",",4252","-,889",7,"-1,5011",7,7,2,1,1,1,1,1,2970,43,3
"5421",15200179,"-1,0894",9,"15,67",1,",5387","2,2879","-,3306",7,"1,575",7,7,2,2,1,1,1,1,2970,43,3
"5422",15200179,"-,5064",10,"15,75",1,"-,2671","-1,4985","-1,3298",6,",4521",7,7,1,1,1,1,1,1,2970,43,3
"5423",15200179,",1313",10,"16,25",1,",1975","2,2879","1,0991",12,"-1,5293",7,7,3,2,1,1,1,3,2970,43,3
"5424",15200179,",7934",10,"16,08",1,"-,9233","-,2882",",1004",6,",7281",7,7,1,1,1,1,1,1,2970,43,3
"5425",15200179,"-,3381",10,"16,25",1,"-,4849","-,2882",",4662",6,",2357",7,7,1,1,1,1,1,1,2970,43,3
"5426",15200179,"-1,0489",10,"15,67",1,",2296",",4252","1,0991",19,"-,3663",7,7,2,1,1,1,1,2,2970,43,3
"5427",15200179,"-,0123",10,"16,17",1,"1,0385","-,2882","-1,5692",9,"-1,0796",7,7,3,2,1,1,1,1,2970,43,3
"5428",15200179,"-,0275",10,"16,25",1,",4094","-1,3995","-,4263",9,"-,3155",7,7,1,1,1,1,1,2,2970,43,3
"5429",15200179,",6642",10,"15,92",1,"1,8543",",5759","1,0991",6,"-,0065",7,7,1,1,1,9,1,2,2970,43,3
"5430",15200179,"-1,4235",10,"15,58",1,",1111","1,5604",",3838",9,"-,4506",7,7,1,1,1,1,1,2,2970,43,3
"5431",15200179,"2,5915",10,"16,17",1,",1111","1,164","1,0991",7,",9927",7,7,1,1,1,1,1,1,2970,43,3
"5432",15200179,"-1,4385",10,"15,42",1,"1,8543","-,2882","-,8947",7,",9892",7,7,1,1,1,1,1,1,2970,43,3
"5433",15200179,"-3,1297",10,"16,08",1,"1,8543","-1,4225","-,3289",11,"-,6698",7,7,2,2,1,1,1,2,2970,43,3
"5434",15200179,",1052",10,"15,33",1,"-,0413","-,2882","1,0991",7,"1,2135",7,7,1,1,1,1,1,1,2970,43,3
"5435",15200179,"-1,0023",10,"15,58",1,"1,3961","1,3264","-1,828",15,",5115",7,7,1,1,1,1,1,1,2970,43,3
"5436",15200179,"-,4743",10,"16,25",1,"1,8543","1,3264","1,0991",9,"-,5649",7,7,1,1,1,1,1,1,2970,43,3
"5437",15200179,"1,5043",10,"16,17",1,",1111","-,2882",",0264",6,",1442",7,7,1,1,1,1,1,1,2970,43,3
"5438",15200179,"-,3474",10,"16,08",1,"-,1651","-,0077","-,889",6,"-,3014",7,7,1,2,2,1,1,2,2970,43,3
"5439",15200179,"-1,2383",10,"16",1,",1111","-,2882",",3838",8,"-,9912",7,7,2,2,1,2,1,2,2970,43,3
"5440",15200179,",0248",10,"15,33",1,",4094","1,0205",",1018",7,"-,6244",7,7,1,1,1,1,1,1,2970,43,3
"5441",15200179,",2774",10,"15,92",1,",9799",",8242","-,3306",14,"-,1358",7,7,2,2,1,1,1,3,2970,43,3
"5442",15200179,"-,7244",10,"16",1,"-,2803",",5759","-1,954",10,",1576",7,7,1,2,1,1,1,1,2970,43,3
"5443",15200179,"-,928",10,"15,5",1,"-,1651","-1,198","-1,6532",13,"-1,2879",7,7,2,3,1,1,2,2,2970,43,3
"5444",15200179,",0248",10,"15,75",1,"-,1651",",395","-3,0789",8,",257",7,7,1,1,1,1,1,1,2970,43,3
"5445",15200179,"1,398",10,"15,92",1,",4631","2,2879","1,0991",11,"-,6234",7,7,1,2,1,1,1,2,2970,43,3
"5446",15200179,",6051",10,"16,17",1,"1,8543","1,3264","1,0991",6,"-,4494",7,7,1,1,1,1,1,1,2970,43,3
"5447",15200179,",045",10,"15,75",1,",8598","1,164","1,0991",6,",2757",7,7,1,1,1,1,1,1,2970,43,3
"5448",15200179,"99",10,"16,25",1,"99","99","99",99," ",7,7,NA,NA,NA,NA,NA,NA,2970,43,3
"5449",15200179,"-,3608",10,"15,5",1,"-,7235","1,164","-2,658",6,",4319",7,7,1,1,1,1,1,1,2970,43,3
"5450",15200179,"2,5915",10,"15,42",1,"1,8543",",9455","1,0991",13,"-,3297",7,7,1,1,1,1,1,1,2970,43,3
"5451",15200179,"-1,2097",10,"16",1,"-,8771",",395","-1,3298",10,"-,5857",7,7,1,1,1,1,1,1,2970,43,3
"5452",15200180,",0575",10,"15,58",1,"1,8543",",4252","-,2495",7,"-,3529",7,7,1,1,1,1,1,1,814,43,2
"5453",15200180,"-,2338",9,"15,83",1,",4094","-1,198",",1711",6,"-1,3104",7,7,3,2,1,1,1,2,814,43,2
"5454",15200180,"-1,1284",10,"15,5",1,",1111","-,2882",",3821",9,"-,3331",7,7,1,1,1,1,1,1,814,43,2
"5455",15200180,",9357",10,"15,83",1,"-,4954",",4252","1,0991",7,"-,5874",7,7,2,2,1,1,2,2,814,43,2
"5456",15200180,",9357",10,"15,92",2,"1,8543","2,2879","1,0991",6,"-1,3641",7,7,1,1,1,1,1,1,814,43,2
"5457",15200180,"-,3381",10,"16",1,",959","2,2879","-1,1217",6,"-,5805",7,7,1,1,1,1,9,2,814,43,2
"5458",15200180,",2947",10,"16,25",1,"1,3961","1,5604","1,0991",6,"-,9506",7,7,1,1,1,2,1,2,814,43,2
"5459",15200180,",0248",10,"16,08",1,"1,8543","1,5604",",0264",11,"-,6923",7,7,2,1,1,3,1,1,814,43,2
"5460",15200180,",6642",10,"16,08",2,"1,8543",",395",",025",6,",2403",7,7,1,1,1,1,1,1,814,43,2
"5461",15200180,"1,5043",10,"16,17",2,"-,4849","-,9705",",9675",7,"-1,6927",7,7,1,1,1,1,1,1,814,43,2
"5462",15200180,"1,5043",11,"16,33",1,"1,3961","2,2879",",3838",6,"-,8244",7,7,1,1,1,1,1,1,814,43,2
"5463",15200180,"1,0269",10,"15,75",2,"-1,1822","-,7876","1,0991",9,"-,9963",7,7,1,1,1,1,1,1,814,43,2
"5464",15200180,",2947",10,"16,33",2,"1,0385","-,2882","-3,0789",6,"-,8445",7,7,1,1,1,2,1,1,814,43,2
"5465",15200180,"-,1613",10,"15,5",1,"1,8543","2,2879","1,0991",12,"-,9116",7,7,1,2,1,1,1,2,814,43,2
"5466",15200180,"1,5043",10,"15,5",1,"-,1651","-,7876",",3838",5,",2451",7,7,1,1,1,1,1,1,814,43,2
"5467",15200180,"-,7817",10,"15,83",1,"-,2908",",395","-,889",8,",2768",7,7,1,2,1,2,1,1,814,43,2
"5468",15200180,"-,3381",10,"16,25",2,",1218","-,2882","1,0991",11,",2605",7,7,1,1,2,2,1,2,814,43,2
"5469",15200180,"-,3182",10,"15,75",1,",6611","-,4374","-1,3298",11,"-1,244",7,7,2,2,1,2,1,4,814,43,2
"5470",15200180,"-,6837",10,"16,25",2,",1111",",8242","-,889",7,"-,9058",7,7,2,2,1,2,1,2,814,43,2
"5471",15200180,",4638",9,"15,42",2,"1,8543","1,164","1,0991",6,"-1,0454",7,7,1,1,1,1,1,1,814,43,2
"5472",15200180,",6642",10,"16,08",1,",6611",",9455",",4662",7,"-,1672",7,7,1,1,1,1,1,1,814,43,2
