"","CNTSCHID","BELONG","ST001D01T","AGE","ST004D01T","MOTIVAT","COOPERATE","EMOSUPS","unfairteacher","ESCS","ST038Q01NA","ST038Q02NA","ST038Q03NA","ST038Q04NA","ST038Q05NA","ST038Q06NA","ST038Q07NA","ST038Q08NA","SCHSIZE","CLSIZE","SCHLTYPE"
"1535",15200050,"-1,0536",11,"16,08",1,"-,2111","-,2882","1,0991",6,"1,3493",7,7,4,3,1,1,1,4,1165,33,1
"1536",15200050,"1,0269",10,"15,83",1,",3377","1,5604",",5658",9,"-,4706",7,7,1,1,1,1,1,2,1165,33,1
"1537",15200050,"-3,1297",10,"15,83",1,",8598",",4252","-,4244",6,"1,3481",7,7,1,1,1,1,1,1,1165,33,1
"1538",15200050,"-,3182",10,"16,17",2,"-,1651","-,2882","-,889",7,",5001",7,7,1,1,1,1,1,2,1165,33,1
"1539",15200050,",2947",10,"15,33",2,"-,4849","-,2882","1,0991",7,"1,6357",7,7,1,1,1,1,1,1,1165,33,1
"1540",15200050,"99",10,"15,67",1,"99","99","99",99,",1143",7,7,NA,NA,NA,NA,NA,NA,1165,33,1
"1541",15200050,"-1,5645",10,"15,5",2,",2296","1,5899","1,0991",6,"1,52",7,7,1,1,1,2,1,1,1165,33,1
"1542",15200050,"-1,1935",10,"15,75",1,",4094","-,2882","1,0991",8,",2827",7,7,3,4,1,2,1,4,1165,33,1
"1543",15200051,",3588",8,"15,92",2,"-,2006","-,3244","-,2511",14,"-,1149",7,7,2,2,2,1,1,3,320,33,3
"1544",15200051,"-,5917",8,"15,75",2,"-,1651","-,2882","-,889",12,"-1,141",7,7,1,1,1,1,1,1,320,33,3
"1545",15200052,",9646",10,"16",2,"1,0385","2,2879","1,0991",6,",6023",7,7,1,1,1,1,1,1,1690,38,1
"1546",15200052,"-,1613",10,"15,58",1,",3377",",4252",",4662",10,",8313",7,7,3,2,1,4,1,1,1690,38,1
"1547",15200052,"-,5753",10,"15,42",2,",8101",",395","-,2495",6,"1,076",7,7,2,3,2,1,2,1,1690,38,1
"1548",15200052,",6642",10,"15,92",2,"-,8871",",9455","-1,3286",10,"1,8464",7,7,1,1,1,1,1,1,1690,38,1
"1549",15200052,",3998",10,"15,83",1,",8598","-,2882","1,0991",6,"1,7047",7,7,1,1,1,1,1,1,1690,38,1
"1550",15200052,"-,2786",9,"15,42",1,"-,1756","-,2882","1,0991",7,"1,2807",7,7,1,1,1,1,1,2,1690,38,1
"1551",15200052,"-,8144",10,"16,08",2,"-,4954","-,2882","-,889",6,"1,0431",7,7,1,1,1,1,1,1,1690,38,1
"1552",15200052,"2,5915",10,"15,75",2,"1,8543","1,5604",",5658",8,"1,0714",7,7,1,1,1,1,1,1,1690,38,1
"1553",15200052,"-,3381",10,"16,08",2,",592",",9455","1,0991",9,"1,3304",7,7,1,1,1,1,1,2,1690,38,1
"1554",15200052,",0171",10,"16,17",1,",0078","1,164","-,6211",10,"1,5643",7,7,1,2,1,1,1,1,1690,38,1
"1555",15200052,"2,5915",9,"15,42",2,"1,8543","-3,332","1,0991",7,"1,3641",7,7,1,1,1,1,1,1,1690,38,1
"1556",15200052,"-,7244",10,"16,33",2,"-,1651",",8242","-,889",10,"1,5337",7,7,1,1,1,1,1,1,1690,38,1
"1557",15200052,"-1,5195",9,"16,33",2,"-,7462",",148","1,0991",16,"1,5072",7,7,2,1,1,1,1,2,1690,38,1
"1558",15200052,"-,3701",10,"15,58",1,"1,8543","1,0425","1,0991",11,"1,2253",7,7,3,3,1,2,2,2,1690,38,1
"1559",15200052,",7701",9,"16",2,"1,8543","-,2882","1,0991",7,"1,9336",7,7,1,1,1,1,1,1,1690,38,1
"1560",15200052,"-,5064",10,"15,67",1,",5539","-,2882","-,889",7,"1,1124",7,7,2,1,1,1,1,1,1690,38,1
"1561",15200052,"2,5915",9,"15,42",2,"1,3961","-,9705","1,0991",14,"1,148",7,7,2,1,1,1,1,1,1690,38,1
"1562",15200052,"-1,2522",10,"16,25",2,"1,8543","1,5604","-1,6551",8,"1,0752",7,7,4,4,4,4,4,4,1690,38,1
"1563",15200052,"2,5915",10,"16,25",2,"1,8543",",7461","1,0991",7,"1,4714",7,7,1,2,1,1,1,1,1690,38,1
"1564",15200052,"1,398",10,"16",2,",6611","2,2879","1,0991",6,"1,339",7,7,1,2,1,1,1,1,1690,38,1
"1565",15200052,"2,5991",10,"16,25",2,"1,8543",",5759","1,0991",15,"1,8304",7,7,1,1,1,1,1,1,1690,38,1
"1566",15200052,",0526",10,"15,67",2,"-,7582",",5497",",1711",6,"-,0586",7,7,2,1,1,1,1,1,1690,38,1
"1567",15200052,",9357",10,"15,75",1,"1,3961","1,5899",",5658",8,"1,4078",7,7,1,1,1,1,1,2,1690,38,1
"1568",15200052,",1985",10,"16,25",2,"-,4954","1,164","-1,3239",6,"1,1185",7,7,2,1,1,1,1,2,1690,38,1
"1569",15200052,",3645",10,"15,83",1,"-,2803",",5759",",0264",8,"1,9171",7,7,1,1,1,1,1,1,1690,38,1
"1570",15200052,",0227",10,"15,92",1,",4631",",9675","1,0991",6,"1,3509",7,7,1,2,1,1,1,1,1690,38,1
"1571",15200052,"-,3035",10,"15,5",1,"1,8543",",148","1,0991",8,"1,4509",7,7,3,1,1,2,1,2,1690,38,1
"1572",15200052,"1,5043",10,"16,08",1,",075","2,2879","1,0991",6,"1,2644",7,7,1,1,1,1,1,1,1690,38,1
"1573",15200052,"-,9214",10,"16,08",2,"-,2803","-,2882","-,889",16,",9834",7,7,2,1,1,1,1,1,1690,38,1
"1574",15200052,"-,3381",10,"15,75",2,",1246","-,2882","1,0991",7,"1,5838",7,7,1,1,1,2,1,1,1690,38,1
"1575",15200052,"-,3381",10,"15,58",2,"-1,8679","-,9705","-1,6136",13,",8599",7,7,2,1,1,1,1,1,1690,38,1
"1576",15200052,"-,3381",10,"15,83",2,"-,1651","-,7876",",1004",10,"1,6401",7,7,1,1,1,1,1,2,1690,38,1
"1577",15200052,",4638",10,"16",1,",76","-,7876","-,6092",10,",9098",7,7,2,2,1,1,1,2,1690,38,1
"1578",15200052,",9357",10,"15,92",2,",3377","-,2882",",3821",6,"-,7653",7,7,1,1,1,1,1,1,1690,38,1
"1579",15200052,"-1,8419",9,"16,08",2,"1,8543",",5759",",3821",8,"1,4509",7,7,1,1,1,1,1,1,1690,38,1
"1580",15200052,"1,398",10,"16,08",1,"1,8543","1,4116","-1,0138",14,"1,5366",7,7,1,1,1,1,1,2,1690,38,1
"1581",15200052,"-,5064",10,"16,25",1,",8598",",5759","1,0991",13,",6651",7,7,4,4,1,2,1,3,1690,38,1
"1582",15200052,"-,3381",10,"16,25",1,"-1,1822","1,0205","-,2495",9,",813",7,7,1,2,1,1,1,1,1690,38,1
"1583",15200053,"2,5915",10,"15,92",1,",8101","-,2882","-,3306",7,"-2,5289",7,7,1,1,1,1,1,1,270,33,2
"1584",15200053,"2,5915",10,"15,67",2,",3377","-1,3072",",3821",6,"-2,0925",7,7,1,1,1,1,1,9,270,33,2
"1585",15200053,",3171",9,"15,33",2,",5952","-,9124","-,3306",11,"-2,0187",7,7,1,1,1,1,2,1,270,33,2
"1586",15200053,",1313",10,"15,75",1,",9799","-,2882","-,889",8,"-,9521",7,7,1,1,1,1,1,1,270,33,2
"1587",15200053,"-,3531",9,"15,92",1,"-,2803","-1,3995","-,4263",8,"-2,2437",7,7,1,1,1,1,2,2,270,33,2
"1588",15200053,"-,1735",9,"16,08",1,",3377","-,9705","1,0991",9,"-1,4954",7,7,1,1,1,1,1,1,270,33,2
"1589",15200053,"-1,1407",10,"15,33",2,",1111","-1,7556","-,0436",16,"-,2597",7,7,1,1,1,3,1,1,270,33,2
"1590",15200053,",4033",10,"16",2,"1,8543","-1,2786","-3,0789",9,"-,9821",7,7,2,2,1,2,1,1,270,33,2
"1591",15200053,"-,1862",10,"15,67",1,"-,5996","-,9124","-1,3869",14,"-2,0017",7,7,1,2,1,1,3,3,270,33,2
"1592",15200053,"-,6334",10,"15,92",1,",1111","1,4116","1,0991",8,"-1,8772",7,7,1,1,1,1,1,1,270,33,2
"1593",15200053,",4638",10,"16",1,",3377",",9675",",4662",6,"-1,8653",7,7,1,1,1,1,1,1,270,33,2
"1594",15200053,"-,4725",9,"15,58",2,"-,1651","-,9705","-,889",7,"-1,0632",7,7,1,1,1,1,1,1,270,33,2
"1595",15200053,"-,5585",10,"15,5",2,"-,1108","-,2882",",025",8,"-2,1495",7,7,1,1,1,1,1,1,270,33,2
"1596",15200053,"-,7639",8,"16,25",1,"-1,7326","-2,0303","-1,6144",7,"-1,099",7,7,1,1,1,1,1,2,270,33,2
"1597",15200053,"-1,391",9,"16,08",1,"1,8543",",395","-,2495",12,"-,9166",7,7,1,1,1,1,1,3,270,33,2
"1598",15200053,"-,3381",10,"16,25",2,"-,7662","-,7876",",5658",8,"-2,7747",7,7,1,1,1,1,1,1,270,33,2
"1599",15200053,"-,9467",10,"15,92",1,"1,1359","-,6455","1,0991",13,"-,4756",7,7,3,3,3,3,3,4,270,33,2
"1600",15200053,"-,6926",9,"15,75",2,"-,5309","-1,9024","-3,0789",8,"-1,844",7,7,1,1,1,1,1,1,270,33,2
"1601",15200054,"-,8805",9,"16,08",2,"-,0958",",395","1,0991",15,",8622",7,7,1,1,1,1,1,3,586,23,1
"1602",15200054,"-,3381",10,"16,08",2,",2437",",9455","-,889",12,"-,4829",7,7,1,1,1,1,1,1,586,23,1
"1603",15200054,"-,4838",9,"15,33",1,"-,8771",",395","-,889",7,",0155",7,7,1,1,1,1,1,1,586,23,1
"1604",15200054,",3171",10,"15,42",2,"-3,0877","-1,7564","-3,0789",12,"-,6059",7,7,1,4,1,1,1,1,586,23,1
"1605",15200054,"-,5753",9,"15,33",1,",1717","-,2882","1,0991",11,",2239",7,7,1,3,1,1,1,3,586,23,1
"1606",15200054,"-,401",9,"15,75",1,",959","-,2882","-1,388",14,"1,3899",7,7,3,3,2,3,2,1,586,23,1
"1607",15200054,"-,5753",10,"15,92",1,"1,8543","-,2882","1,0991",8,",5959",7,7,2,2,1,3,1,2,586,23,1
"1608",15200054,"-,3381",9,"15,5",1,"-,1651",",395","-,2511",17,"-,0303",7,7,1,2,1,1,1,1,586,23,1
"1609",15200054,"-,4838",10,"15,58",1,"1,3961","-1,198","-,889",8,",8014",7,7,3,3,1,1,1,4,586,23,1
"1610",15200054,",5901",10,"16,17",1,",1218","-,2882","-1,6136",7,",9141",7,7,2,2,1,1,1,3,586,23,1
"1611",15200054,"-,8871",10,"16,17",1,"1,1359","-,9705","1,0991",16,"-1,4645",7,7,2,4,1,3,4,1,586,23,1
"1612",15200054,",7246",10,"15,75",1,",4094","1,3264","-,889",7,",3366",7,7,1,1,1,1,1,1,586,23,1
"1613",15200054,"-,5917",10,"16,08",2,",2915",",0647","-,2495",11,"-,4642",7,7,1,2,1,1,2,1,586,23,1
"1614",15200054,"2,5915",10,"15,92",2,"-,3263","-2,0166",",5658",8,"-,3817",7,7,1,1,1,1,1,1,586,23,1
"1615",15200054,"-,4725",10,"16",1,"-,7662",",1885","-,889",10,"-,4026",7,7,1,2,1,1,2,1,586,23,1
"1616",15200054,",7701",10,"15,75",2,",1246","-1,1533","-,3306",12,",3309",7,7,1,1,1,2,1,1,586,23,1
"1617",15200054,"-,2959",10,"15,92",1,"1,8543","-,2882",",4662",11,",8587",7,7,1,1,1,1,1,2,586,23,1
"1618",15200054,"1,398",10,"15,92",1,"1,3961",",0647","1,0991",10,"-,0417",7,7,1,1,1,2,1,1,586,23,1
"1619",15200054,"-,1613",10,"15,92",1,"1,8543","-1,4606","-,889",12,"1,6558",7,7,1,1,1,1,1,2,586,23,1
"1620",15200054,",9357",10,"15,5",2,",5539","-1,2786","1,0991",15,"1,2083",7,7,1,1,2,1,1,4,586,23,1
"1621",15200054,"-,5753",10,"15,75",1,",0986","-,2882","-,4263",9,"1,2224",7,7,1,1,1,2,1,1,586,23,1
"1622",15200054,"1,5043",10,"16,08",2,"-,1519","1,3264",",5658",7,"-,0752",7,7,1,4,2,1,1,3,586,23,1
"1623",15200054,"-,983",9,"15,33",2,",5387","1,0425","-,0436",12,",657",7,7,3,3,1,1,1,2,586,23,1
"1624",15200054,"1,3646",10,"16",1,"-,1081","2,2879","1,0991",9,",0212",7,7,1,2,1,1,1,1,586,23,1
"1625",15200054,"1,398",10,"15,92",1,"1,0385",",395","1,0991",7,"1,0451",7,7,3,3,1,3,1,1,586,23,1
"1626",15200054,"2,5915",10,"16,17",1,"1,8543",",9455","1,0991",6,"-,3156",7,7,1,1,1,1,1,2,586,23,1
"1627",15200054,"-1,0176",10,"15,33",1,",1928",",4548","-,3306",14,"1,3278",7,7,2,4,1,4,1,2,586,23,1
"1628",15200054,",1985",9,"15,42",2,"1,8543","-,7876",",4662",18,",7185",7,7,1,1,1,1,1,2,586,23,1
"1629",15200054,"-,3381",9,"15,67",1,"-,4849","-,9705","-1,7177",8,"-,069",7,7,1,1,1,1,1,2,586,23,1
"1630",15200054,",9646",10,"15,5",1,"1,8543","2,2879","1,0991",7,",9825",7,7,1,1,1,1,1,1,586,23,1
"1631",15200054,"-,3381",10,"16,17",1,"-,1651","-,2882","-1,6136",6,"-,3898",7,7,1,1,1,1,1,1,586,23,1
"1632",15200054,"-,5064",10,"15,83",1,",5387",",5759","-,2511",11,",3186",7,7,1,2,1,2,1,1,586,23,1
"1633",15200055,"-,5064",10,"15,67",1,",5242",",5759",",1711",6,"-2,0707",7,7,4,4,1,1,9,4,338,28,2
"1634",15200055,",9357",10,"15,42",1,"-,9828","1,5604","1,0991",6,"-,5382",7,7,1,1,1,1,1,1,338,28,2
"1635",15200055,"-1,1407",10,"16,08",1,"-,7132","1,5604","-1,0226",14,",4357",7,7,2,4,1,4,2,2,338,28,2
"1636",15200055,"-,5753",9,"16,25",2,",8101","-,7876","1,0991",10,"1,0386",7,7,3,3,2,2,2,2,338,28,2
"1637",15200055,"-,082",10,"15,83",2,",5387","1,0205","-,3306",8,"-1,1494",7,7,1,1,1,1,1,1,338,28,2
"1638",15200055,"99",10,"15,92",2,"99","99","99",99," ",7,7,NA,NA,NA,NA,NA,NA,338,28,2
"1639",15200055,"-,8871",10,"15,92",2,"1,8543","1,4116",",3821",13,"1,0265",7,7,1,1,1,2,1,1,338,28,2
"1640",15200055,"-,3169",9,"16,08",1,",3377",",9675",",025",13,"-,6215",7,7,1,1,1,1,1,2,338,28,2
"1641",15200055,",9357",10,"15,5",2,",8598",",5759","-,4263",6,",4434",7,7,1,1,1,1,1,1,338,28,2
"1642",15200055,"-,1613",10,"16,17",2,",1111","-,2882","-,889",12,"1,2658",7,7,2,2,1,2,2,2,338,28,2
"1643",15200055,",9357",10,"16",1,"-,4414",",9455","1,0991",8,"-1,0315",7,7,1,1,1,1,1,1,338,28,2
"1644",15200055,"-,9107",10,"15,33",1,"-,4954","-,9124","-1,6136",6,",3171",7,7,1,2,1,1,1,2,338,28,2
"1645",15200055,"1,398",10,"15,83",2,"1,8543","2,2879","1,0991",11,",9285",7,7,1,1,1,1,1,1,338,28,2
"1646",15200055,"-,7429",9,"15,42",1,",9799","-,2882",",025",7,"1,0429",7,7,2,2,1,1,1,1,338,28,2
"1647",15200055,"-,2534",8,"15,5",2,",2915",",5759","-1,7562",12,"-,8282",7,7,1,3,1,1,2,1,338,28,2
"1648",15200055,",9357",10,"15,42",2,"1,8543","-3,332","-3,0789",16,"2,3927",7,7,1,1,1,1,1,1,338,28,2
"1649",15200055,"-,6178",10,"15,5",2,"1,0566","1,0425","-1,9908",11,"-,1505",7,7,1,2,1,1,1,1,338,28,2
"1650",15200055,"-,7463",9,"15,92",2,"1,8543","-,2385","1,0991",14,",8017",7,7,4,1,1,1,1,1,338,28,2
"1651",15200055,"-3,1297",9,"15,83",2,"-,1651","-,2882","1,0991",8,"-,5316",7,7,1,1,1,1,1,1,338,28,2
"1652",15200055,"-,9051",10,"15,33",1,"-,2776","2,2879","1,0991",9,",8076",7,7,2,1,1,1,1,1,338,28,2
"1653",15200055,"-,4838",10,"15,58",2,"-,1651","-,2882","1,0991",9,",8556",7,7,1,1,1,1,1,1,338,28,2
"1654",15200055,"2,5915",10,"15,92",2,",4631","-,2882","-,2495",7,",9443",7,7,1,1,1,1,1,1,338,28,2
"1655",15200055,",6051",10,"15,67",2,",1218","2,2879","-,4263",11,",7295",7,7,1,1,1,1,1,1,338,28,2
"1656",15200055,",7701",9,"15,58",2,"1,8543","1,5899","1,0991",13,"-,1024",7,7,1,1,1,1,1,2,338,28,2
"1657",15200055,"-,1266",9,"16,25",2,"-,9134","-,2882","-1,3298",10,",2591",7,7,2,3,2,1,2,2,338,28,2
"1658",15200056,",9357",10,"15,33",1,"-,61","-,2882","1,0991",9,"-2,5847",7,7,1,1,1,1,1,1,549,43,2
"1659",15200056,",4438",10,"16,08",1,",0437","-,2882",",3821",8,"-1,3362",7,7,1,1,1,1,1,2,549,43,2
"1660",15200056,"2,5915",10,"15,5",1,"-,0056","-,2882","1,0991",6,"-1,0332",7,7,1,1,1,1,1,1,549,43,2
"1661",15200056,",9357",10,"16,08",1,",2168","-,7876","1,0991",20,"-1,4535",7,7,3,4,1,1,1,1,549,43,2
"1662",15200056,"-,3967",10,"15,67",1,",9799","1,4116",",4662",17,"-,7933",7,7,3,3,3,1,2,4,549,43,2
"1663",15200056,",88",10,"15,5",1,"-,1624",",395","1,0991",6,"-1,6803",7,7,1,1,1,1,1,1,549,43,2
"1664",15200056,"-,3381",10,"15,92",1,"-,4849","2,2879","-1,3869",11,"-,6886",7,7,1,1,1,1,1,2,549,43,2
"1665",15200056,"-1,0137",10,"15,92",1,",4094",",9455","1,0991",6,"-,5461",7,7,1,1,1,1,1,2,549,43,2
"1666",15200056,"-,4838",10,"15,67",1,",3377",",4252","1,0991",10,"-2,0264",7,7,1,1,1,1,1,1,549,43,2
"1667",15200056,"-,3381",10,"15,83",1,"-,4849","-,2882","-,2511",14,"-2,5133",7,7,1,1,1,2,1,2,549,43,2
"1668",15200056,"-,5064",10,"16,17",1,"-,8133","-,2882","-,2495",6,"-,1883",7,7,1,1,1,1,1,1,549,43,2
"1669",15200056,",7701",9,"15,33",1,",4631","1,5899","1,0991",6,"-1,4031",7,7,1,1,1,1,1,1,549,43,2
"1670",15200056,"-,6837",10,"15,92",1,"-,8896",",395","-1,5266",9,"-2,1274",7,7,1,1,1,1,1,1,549,43,2
"1671",15200056,"-,3381",10,"15,75",1,"-,5996","-,7876",",1711",10,"-1,1237",7,7,1,1,1,1,1,1,549,43,2
"1672",15200056,",5073",10,"15,58",1,",4631",",5759","1,0991",11,"-,352",7,7,1,1,1,1,1,1,549,43,2
"1673",15200056,"-,9933",10,"15,75",1,",1246",",395","-,3389",8,"-,8668",7,7,2,1,1,1,1,1,549,43,2
"1674",15200056,"-,6334",10,"15,75",1,",4631","-,2882","1,0991",7,"-,6821",7,7,1,2,1,1,1,1,549,43,2
"1675",15200056,"-,8021",10,"15,58",1,"-,8695","-,9705","-1,3298",6,"-1,6265",7,7,1,1,2,2,2,2,549,43,2
"1676",15200056,",9357",10,"16,17",1,"-,4982",",4252","1,0991",6,"-1,583",7,7,1,1,1,1,1,1,549,43,2
"1677",15200056,"-,0621",10,"15,83",1,",9399",",1885","-,0436",9,"-,4413",7,7,1,1,1,1,1,1,549,43,2
"1678",15200056,",3171",9,"15,5",1,"-,0056","1,5604","-3,0789",6,"-2,3764",7,7,1,1,1,1,1,1,549,43,2
"1679",15200056,"-,6795",9,"15,42",1,"-,1213",",7589","1,0991",14,"-1,1817",7,7,1,1,1,1,1,1,549,43,2
"1680",15200056,"-,3381",10,"15,67",1,"-,3263","-,2882","1,0991",6,"-,8789",7,7,1,1,1,1,1,1,549,43,2
"1681",15200056,",236",10,"15,33",1,"-1,2707",",0407","-,2511",13,"-,6712",7,7,1,1,1,1,2,1,549,43,2
"1682",15200056,",9958",10,"15,58",1,",1246",",5759","1,0991",11,"-1,6114",7,7,1,1,1,1,1,1,549,43,2
"1683",15200056,"2,5915",10,"15,33",1,",9799","1,5899","-3,0789",13,"-1,8205",7,7,1,1,1,1,1,2,549,43,2
"1684",15200056,"-,3291",10,"15,5",1,"-,2006","-,7308","-1,5266",7,"-1,128",7,7,1,4,1,1,1,3,549,43,2
"1685",15200056,"-,3381",10,"15,67",1,"-,4495","-,2882","-,2495",11,"-1,3761",7,7,1,1,1,1,1,1,549,43,2
"1686",15200056,"1,5043",10,"15,92",1,",8376","1,0425","1,0991",6,"-1,9808",7,7,1,1,1,1,1,1,549,43,2
"1687",15200056,"-,6334",10,"16,08",1,"-,5643","-1,2109",",1711",11,"-1,6286",7,7,1,1,1,1,1,1,549,43,2
"1688",15200056,",3142",10,"16,17",1,",9799","1,4116","1,0991",7,"-,454",7,7,1,1,1,2,1,1,549,43,2
"1689",15200056,",3549",10,"15,92",1,"-,5643","-,2882","-2,1145",7,"-,6479",7,7,1,1,1,1,1,1,549,43,2
"1690",15200056,"1,0269",10,"15,83",1,",5952","-,9705","-,0436",9,",3674",7,7,1,1,1,1,1,1,549,43,2
"1691",15200056,"-,1985",10,"16,17",1,"1,8543",",8242","1,0991",15,"-,7431",7,7,1,1,1,1,1,1,549,43,2
"1692",15200056,"-,7176",10,"15,83",1,"1,8543","-1,1533","1,0991",14,",0905",7,7,2,3,4,1,2,2,549,43,2
"1693",15200056,",1937",10,"16",1,"-,1446",",5759","-1,0115",6,"-1,756",7,7,1,2,3,1,1,3,549,43,2
"1694",15200056,"-,7346",10,"15,83",1,"1,8543","-,2882","1,0991",6,"-2,1424",7,7,2,2,1,1,1,2,549,43,2
"1695",15200056,"2,5915",10,"15,92",1,"-1,5486","1,5604",",5658",8,"-,3612",7,7,1,1,1,1,1,1,549,43,2
"1696",15200056,",0126",10,"15,42",1,"-,2908",",395","-3,0789",6,"-1,354",7,7,1,1,1,1,1,2,549,43,2
"1697",15200056,"-1,2321",10,"16,08",1,"-1,4136","-1,7556","-1,6136",9,"-1,9363",7,7,1,1,1,1,1,1,549,43,2
"1698",15200056,",6642",10,"15,67",1,",3377",",5759","1,0991",6,"-1,2109",7,7,1,1,1,1,1,1,549,43,2
"1699",15200058,",2947",10,"15,5",2,",9799","1,164",",3821",7,"-,3932",7,7,1,1,1,1,1,1,2002,38,2
"1700",15200058,"-,2687",10,"15,33",2,",0543","-1,1533","-,2511",8,",1759",7,7,1,1,1,1,1,1,2002,38,2
"1701",15200058,",0929",10,"15,42",1,",1609","1,164","1,0991",6,",1725",7,7,2,1,1,1,1,1,2002,38,2
"1702",15200058,"-,6239",10,"15,42",2,"-,4849","-1,3995","-,889",9,",6356",7,7,1,2,1,1,1,1,2002,38,2
"1703",15200058,"1,5043",10,"16,17",2,"1,8543","2,2879","1,0991",14,",7552",7,7,1,4,1,1,1,3,2002,38,2
"1704",15200058,",88",9,"15,33",2,"1,8543","2,2879",",3821",6,",0569",7,7,1,1,1,1,1,1,2002,38,2
"1705",15200058,"-,0722",11,"16,25",1,",8101",",9675",",3838",8,"-,1225",7,7,3,2,1,1,1,1,2002,38,2
"1706",15200058,",0248",10,"15,92",2,"1,3961","-,2882","1,0991",8,",6684",7,7,2,1,1,2,1,1,2002,38,2
"1707",15200058,"-,7244",10,"15,42",1,",1111","-,2882","-3,0789",10,",0924",7,7,2,2,1,2,1,2,2002,38,2
"1708",15200058,"2,5915",9,"15,5",2,",9799",",4252","1,0991",13,",5974",7,7,2,2,1,1,1,3,2002,38,2
"1709",15200058,"-,7817",10,"15,42",1,"-,8771","-,2882","-1,0226",9,",451",7,7,1,2,1,1,1,1,2002,38,2
"1710",15200058,",5309",10,"15,5",1,"1,8543","1,0205","1,0991",6,"-,528",7,7,1,1,1,1,1,1,2002,38,2
"1711",15200058,"-,9024",10,"16",2,",4631",",4252","1,0991",8,",719",7,7,2,2,1,1,1,2,2002,38,2
"1712",15200058,",223",10,"15,83",1,",705",",395","1,0991",7,"-1,12",7,7,1,1,1,2,1,1,2002,38,2
"1713",15200058,"-1,1284",10,"16",1,",645","-,2882","-1,828",13,"1,6975",7,7,1,2,1,2,1,2,2002,38,2
"1714",15200058,",7555",10,"15,5",2,"1,8543","-,618",",5658",10,",5662",7,7,1,1,1,1,1,1,2002,38,2
"1715",15200058,"-,7244",10,"15,83",1,"1,1359","1,5899","1,0991",10,"1,0004",7,7,1,1,1,1,1,1,2002,38,2
"1716",15200058,",6642",10,"15,42",1,"-3,0877",",4252",",5658",8,"-,2368",7,7,2,1,1,1,1,1,2002,38,2
"1717",15200058,"-,5753",10,"15,42",2,",075","1,5899","1,0991",12,",2474",7,7,1,2,1,1,1,2,2002,38,2
"1718",15200058,"-1,2228",10,"16,08",1,",4631",",0647","-1,6136",6,"1,1729",7,7,1,1,1,1,1,1,2002,38,2
"1719",15200058,"-,0621",10,"15,75",2,"-,1651","-,9124","1,0991",6,"-1,2347",7,7,1,1,1,1,1,1,2002,38,2
"1720",15200058,",9357",10,"15,83",2,",9799","-,2882","1,0991",8,"-,2547",7,7,1,1,1,1,1,1,2002,38,2
"1721",15200058,"-,6671",10,"15,67",2,",5539","-,9705","-1,828",13,"-,1499",7,7,2,2,1,2,1,2,2002,38,2
"1722",15200058,",0248",10,"15,5",1,",9799","-,2882","-,4263",9,",0195",7,7,2,2,2,2,2,2,2002,38,2
"1723",15200058,"-,1985",10,"16,17",2,"-,1651",",6615",",1018",9,"1,0514",7,7,1,1,1,1,1,9,2002,38,2
"1724",15200058,",9357",10,"15,5",1,",6611",",9675","1,0991",11,",5333",7,7,2,1,1,2,1,2,2002,38,2
"1725",15200058,"-,6138",10,"16,08",1,"-1,2797",",5759",",025",11,"-,9017",7,7,3,3,1,2,1,3,2002,38,2
"1726",15200058,"-,7657",10,"15,58",1,"1,8543","-,2882","1,0991",10,"-1,2867",7,7,2,2,1,1,1,2,2002,38,2
"1727",15200058,",3171",10,"15,58",1,",2168",",8242","1,0991",9,"-,0805",7,7,1,1,1,1,1,1,2002,38,2
"1728",15200058,",2947",10,"16,17",1,",0078",",5759",",3838",8,"-1,5297",7,7,2,1,1,1,1,1,2002,38,2
"1729",15200058,"-,3381",9,"15,83",1,"-,1651","-,2882",",5658",9,"-,6318",7,7,1,1,1,1,1,1,2002,38,2
"1730",15200058,",9646",10,"15,92",2,"1,3961",",9455","1,0991",7,",0807",7,7,1,2,1,1,1,2,2002,38,2
"1731",15200058,"-,1515",10,"15,67",1,",7921",",9675",",5658",10,",8269",7,7,2,1,1,2,1,2,2002,38,2
"1732",15200058,",0951",10,"16,08",2,",9799","-,2882",",1018",8,",9128",7,7,1,1,2,1,1,1,2002,38,2
"1733",15200058,"-,3381",10,"15,92",1,"-,1651","-,2882","1,0991",7,"-,776",7,7,1,1,1,1,1,1,2002,38,2
"1734",15200058,"-,5064",10,"15,33",1,"-,5313","-1,1664","-1,3298",7,",8365",7,7,1,2,1,1,1,1,2002,38,2
"1735",15200058,"-,6239",10,"15,5",1,",8101",",4252","-,889",12,",7564",7,7,2,2,1,1,1,3,2002,38,2
"1736",15200058,",9357",10,"15,83",1,",6611",",4252","1,0991",7,"1,2197",7,7,1,1,1,1,1,1,2002,38,2
"1737",15200058,"-1,5982",10,"15,75",2,",4631",",4252",",3838",7,",948",7,7,1,1,1,1,2,1,2002,38,2
"1738",15200058,"-,8516",10,"15,5",2,"-,1651","1,0425","1,0991",8,"1,039",7,7,2,2,1,1,2,1,2002,38,2
"1739",15200058,"-,3381",11,"16,25",2,",608",",4252","-,3306",8,"1,0078",7,7,1,1,1,1,1,1,2002,38,2
"1740",15200058,"-1,0376",10,"16,25",1,",1801","1,4116","1,0991",13,"-,4246",7,7,3,4,1,3,3,4,2002,38,2
